"genes","isoforms"
"AT3G19970","AT3G19970_P1"
"AT3G19970","AT3G19970_P2"
"AT3G20080","AT3G20080.2"
"AT3G20080","AT3G20080.3"
"AT3G20250","AT3G20250_ID3"
"AT3G20250","AT3G20250_ID4"
"AT3G20270","AT3G20270_JC18"
"AT3G20270","AT3G20270_JC2"
"AT3G20270","AT3G20270_s4"
"AT3G20810","AT3G20810_ID6"
"AT3G20810","AT3G20810_ID9"
"AT3G20810","AT3G20810_JC20"
"AT3G20810","AT3G20810_JC8"
"AT3G20810","AT3G20810_P1"
"AT3G21110","AT3G21110_ID8"
"AT3G21110","AT3G21110_JS5"
"AT3G21110","AT3G21110_P1"
"AT3G21390","AT3G21390.1"
"AT3G21390","AT3G21390_ID34"
"AT3G21390","AT3G21390_P2"
"AT3G21810","AT3G21810_P1"
"AT3G21810","AT3G21810_s2"
"AT3G21870","AT3G21870_JC2"
"AT3G21870","AT3G21870_P1"
"AT3G22125","AT3G22125_P3"
"AT3G22125","AT3G22125_P4"
"AT3G22150","AT3G22150_P1"
"AT3G22150","AT3G22150_P2"
"AT3G22230","AT3G22230_c1"
"AT3G22230","AT3G22230_P1"
"AT3G22235","AT3G22235_P1"
"AT3G22235","AT3G22235_P2"
"AT3G22235","AT3G22235_s1"
"AT3G22380","AT3G22380_ID5"
"AT3G22380","AT3G22380_ID8"
"AT3G22380","AT3G22380_P3"
"AT3G22420","AT3G22420_P3"
"AT3G22420","AT3G22420_P4"
"AT3G22450","AT3G22450_P1"
"AT3G22450","AT3G22450_P2"
"AT3G23010","AT3G23010_c1"
"AT3G23010","AT3G23010_P1"
"AT3G23050","AT3G23050_P1"
"AT3G23050","AT3G23050_s1"
"AT3G23080","AT3G23080.1"
"AT3G23080","AT3G23080_ID2"
"AT3G23480","AT3G23480_ID1"
"AT3G23480","AT3G23480_JC14"
"AT3G23580","AT3G23580.1"
"AT3G23580","AT3G23580_ID1"
"AT3G23640","AT3G23640_P2"
"AT3G23640","AT3G23640_P3"
"AT3G23810","AT3G23810_ID1"
"AT3G23810","AT3G23810_P1"
"AT3G23830","AT3G23830_P1"
"AT3G23830","AT3G23830_P2"
"AT3G23830","AT3G23830_s1"
"AT3G24100","AT3G24100_P1"
"AT3G24100","AT3G24100_s1"
"AT3G24170","AT3G24170.1"
"AT3G24170","AT3G24170.3"
"AT3G24170","AT3G24170_ID1"
"AT3G24190","AT3G24190_c1"
"AT3G24190","AT3G24190_P1"
"AT3G24460","AT3G24460_ID2"
"AT3G24460","AT3G24460_P2"
"AT3G24460","AT3G24460_s3"
"AT3G24740","AT3G24740_P1"
"AT3G24740","AT3G24740_s1"
"AT3G24760","AT3G24760_P1"
"AT3G24760","AT3G24760_P2"
"AT3G24830","AT3G24830_c1"
"AT3G24830","AT3G24830_P1"
"AT3G24840","AT3G24840_P5"
"AT3G24840","AT3G24840_P7"
"AT3G25013","AT3G25013_P6"
"AT3G25013","AT3G25013_s3"
"AT3G25070","AT3G25070_P1"
"AT3G25070","AT3G25070_s1"
"AT3G25495","AT3G25495_JC38"
"AT3G25495","AT3G25495_s4"
"AT3G25520","AT3G25520_P1"
"AT3G25520","AT3G25520_P3"
"AT3G25585","AT3G25585_P1"
"AT3G25585","AT3G25585_P5"
"AT3G25690","AT3G25690_P4"
"AT3G25690","AT3G25690_P6"
"AT3G25805","AT3G25805_c1"
"AT3G25805","AT3G25805_P1"
"AT3G26085","AT3G26085_ID10"
"AT3G26085","AT3G26085_ID6"
"AT3G26100","AT3G26100_c1"
"AT3G26100","AT3G26100_P1"
"AT3G26165","AT3G26165_ID1"
"AT3G26165","AT3G26165_ID2"
"AT3G26180","AT3G26180_ID3"
"AT3G26180","AT3G26180_P1"
"AT3G26510","AT3G26510.3"
"AT3G26510","AT3G26510.5"
"AT3G26570","AT3G26570_JS1"
"AT3G26570","AT3G26570_P1"
"AT3G26600","AT3G26600_P1"
"AT3G26600","AT3G26600_P2"
"AT3G26720","AT3G26720_ID2"
"AT3G26720","AT3G26720_P1"
"AT3G26890","AT3G26890.4"
"AT3G26890","AT3G26890_ID2"
"AT3G26890","AT3G26890_ID4"
"AT3G26890","AT3G26890_P8"
"AT3G26900","AT3G26900.2"
"AT3G26900","AT3G26900_ID18"
"AT3G26920","AT3G26920_P3"
"AT3G26920","AT3G26920_s1"
"AT3G26932","AT3G26932.2"
"AT3G26932","AT3G26932_ID2"
"AT3G27100","AT3G27100_ID3"
"AT3G27100","AT3G27100_P2"
"AT3G27210","AT3G27210_P1"
"AT3G27210","AT3G27210_s1"
"AT3G27220","AT3G27220_JS1"
"AT3G27220","AT3G27220_JS2"
"AT3G27420","AT3G27420_ID1"
"AT3G27420","AT3G27420_P1"
"AT3G27570","AT3G27570_P1"
"AT3G27570","AT3G27570_P2"
"AT3G27940","AT3G27940.1"
"AT3G27940","AT3G27940_s1"
"AT3G28050","AT3G28050_JS1"
"AT3G28050","AT3G28050_P1"
"AT3G28070","AT3G28070_JS12"
"AT3G28070","AT3G28070_P1"
"AT3G28070","AT3G28070_P3"
"AT3G28070","AT3G28070_P4"
"AT3G28080","AT3G28080_P1"
"AT3G28080","AT3G28080_P9"
"AT3G28100","AT3G28100_ID7"
"AT3G28100","AT3G28100_P1"
"AT3G28100","AT3G28100_P2"
"AT3G28130","AT3G28130_P2"
"AT3G28130","AT3G28130_P5"
"AT3G28130","AT3G28130_P6"
"AT3G29200","AT3G29200_c4"
"AT3G29200","AT3G29200_P1"
"AT3G29240","AT3G29240.1"
"AT3G29240","AT3G29240_P2"
"AT3G29290","AT3G29290_P1"
"AT3G29290","AT3G29290_P3"
"AT3G29360","AT3G29360_P1"
"AT3G29360","AT3G29360_P2"
"AT3G29575","AT3G29575_P1"
"AT3G29575","AT3G29575_P3"
"AT3G29575","AT3G29575_P4"
"AT3G30720","AT3G30720_P1"
"AT3G30720","AT3G30720_P2"
"AT3G43220","AT3G43220_c3"
"AT3G43220","AT3G43220_P1"
"AT3G44310","AT3G44310_JS3"
"AT3G44310","AT3G44310_P1"
"AT3G44480","AT3G44480_P3"
"AT3G44480","AT3G44480_P4"
"AT3G44590","AT3G44590.1"
"AT3G44590","AT3G44590_ID1"
"AT3G44670","AT3G44670_JS1"
"AT3G44670","AT3G44670_P2"
"AT3G44670","AT3G44670_s2"
"AT3G44735","AT3G44735.2"
"AT3G44735","AT3G44735_P1"
"AT3G44740","AT3G44740_ID37"
"AT3G44740","AT3G44740_ID45"
"AT3G44860","AT3G44860_JS2"
"AT3G44860","AT3G44860_P1"
"AT3G44990","AT3G44990_JS1"
"AT3G44990","AT3G44990_P1"
"AT3G45140","AT3G45140_P1"
"AT3G45140","AT3G45140_P2"
"AT3G45850","AT3G45850.1"
"AT3G45850","AT3G45850.2"
"AT3G45860","AT3G45860_c2"
"AT3G45860","AT3G45860_ID2"
"AT3G45860","AT3G45860_ID6"
"AT3G45860","AT3G45860_ID9"
"AT3G45860","AT3G45860_P1"
"AT3G46130","AT3G46130_ID1"
"AT3G46130","AT3G46130_ID5"
"AT3G46130","AT3G46130_P2"
"AT3G46210","AT3G46210_ID2"
"AT3G46210","AT3G46210_JC2"
"AT3G46210","AT3G46210_P4"
"AT3G46560","AT3G46560_ID1"
"AT3G46560","AT3G46560_P1"
"AT3G46590","AT3G46590_ID20"
"AT3G46590","AT3G46590_ID26"
"AT3G46590","AT3G46590_ID30"
"AT3G46590","AT3G46590_ID50"
"AT3G46590","AT3G46590_P2"
"AT3G46590","AT3G46590_P4"
"AT3G46640","AT3G46640.2"
"AT3G46640","AT3G46640_ID1"
"AT3G46640","AT3G46640_P1"
"AT3G46780","AT3G46780_c2"
"AT3G46780","AT3G46780_ID3"
"AT3G46780","AT3G46780_ID4"
"AT3G46780","AT3G46780_P1"
"AT3G46980","AT3G46980_P3"
"AT3G46980","AT3G46980_P4"
"AT3G47000","AT3G47000.1"
"AT3G47000","AT3G47000_P2"
"AT3G47160","AT3G47160.1"
"AT3G47160","AT3G47160_P3"
"AT3G47360","AT3G47360_ID2"
"AT3G47360","AT3G47360_P1"
"AT3G47420","AT3G47420_P1"
"AT3G47420","AT3G47420_P2"
"AT3G47450","AT3G47450.2"
"AT3G47450","AT3G47450_ID9"
"AT3G47500","AT3G47500_c2"
"AT3G47500","AT3G47500_P1"
"AT3G48110","AT3G48110_JS13"
"AT3G48110","AT3G48110_JS7"
"AT3G48115","AT3G48115.1"
"AT3G48115","AT3G48115_ID1"
"AT3G48330","AT3G48330_ID1"
"AT3G48330","AT3G48330_P1"
"AT3G48360","AT3G48360_P1"
"AT3G48360","AT3G48360_P2"
"AT3G48360","AT3G48360_P3"
"AT3G48360","AT3G48360_s1"
"AT3G48360","AT3G48360_s2"
"AT3G48460","AT3G48460_P1"
"AT3G48460","AT3G48460_s1"
"AT3G48650","AT3G48650.1"
"AT3G48650","AT3G48650_c1"
"AT3G48780","AT3G48780_c2"
"AT3G48780","AT3G48780_ID2"
"AT3G49010","AT3G49010.3"
"AT3G49010","AT3G49010.4"
"AT3G49010","AT3G49010_JS1"
"AT3G49010","AT3G49010_P2"
"AT3G49010","AT3G49010_P6"
"AT3G49010","AT3G49010_P7"
"AT3G49220","AT3G49220_P2"
"AT3G49220","AT3G49220_P3"
"AT3G49430","AT3G49430_JS2"
"AT3G49430","AT3G49430_P6"
"AT3G49430","AT3G49430_s1"
"AT3G49500","AT3G49500_P1"
"AT3G49500","AT3G49500_P3"
"AT3G49720","AT3G49720.2"
"AT3G49720","AT3G49720_ID1"
"AT3G50240","AT3G50240_c2"
"AT3G50240","AT3G50240_P2"
"AT3G50500","AT3G50500.2"
"AT3G50500","AT3G50500_P1"
"AT3G50750","AT3G50750_ID2"
"AT3G50750","AT3G50750_P1"
"AT3G50950","AT3G50950.1"
"AT3G50950","AT3G50950_ID2"
"AT3G51240","AT3G51240.1"
"AT3G51240","AT3G51240.2"
"AT3G51800","AT3G51800.2"
"AT3G51800","AT3G51800_c1"
"AT3G51800","AT3G51800_P1"
"AT3G51840","AT3G51840_P1"
"AT3G51840","AT3G51840_s2"
"AT3G51860","AT3G51860_c1"
"AT3G51860","AT3G51860_JS5"
"AT3G51860","AT3G51860_P1"
"AT3G51860","AT3G51860_P2"
"AT3G51870","AT3G51870.1"
"AT3G51870","AT3G51870_ID2"
"AT3G51895","AT3G51895_c1"
"AT3G51895","AT3G51895_JS2"
"AT3G51895","AT3G51895_P2"
"AT3G51920","AT3G51920_ID4"
"AT3G51920","AT3G51920_P1"
"AT3G51950","AT3G51950_ID3"
"AT3G51950","AT3G51950_P2"
"AT3G52040","AT3G52040.1"
"AT3G52040","AT3G52040_ID2"
"AT3G52050","AT3G52050_c1"
"AT3G52050","AT3G52050_P2"
"AT3G52072","AT3G52072_ID15"
"AT3G52072","AT3G52072_ID5"
"AT3G52140","AT3G52140_JS5"
"AT3G52140","AT3G52140_P1"
"AT3G52155","AT3G52155.1"
"AT3G52155","AT3G52155_P4"
"AT3G52180","AT3G52180_ID2"
"AT3G52180","AT3G52180_ID9"
"AT3G52180","AT3G52180_JS5"
"AT3G52180","AT3G52180_P1"
"AT3G52180","AT3G52180_P2"
"AT3G52180","AT3G52180_P4"
"AT3G52660","AT3G52660_P1"
"AT3G52660","AT3G52660_P2"
"AT3G52660","AT3G52660_P3"
"AT3G52720","AT3G52720_JC3"
"AT3G52720","AT3G52720_P1"
"AT3G52720","AT3G52720_P4"
"AT3G52800","AT3G52800_P1"
"AT3G52800","AT3G52800_P2"
"AT3G52840","AT3G52840_ID6"
"AT3G52840","AT3G52840_s1"
"AT3G52940","AT3G52940.2"
"AT3G52940","AT3G52940_P1"
"AT3G53100","AT3G53100_ID1"
"AT3G53100","AT3G53100_P1"
"AT3G53190","AT3G53190_JS1"
"AT3G53190","AT3G53190_P1"
"AT3G53270","AT3G53270_c1"
"AT3G53270","AT3G53270_P3"
"AT3G53420","AT3G53420.2"
"AT3G53420","AT3G53420_P1"
"AT3G53460","AT3G53460.2"
"AT3G53460","AT3G53460.3"
"AT3G53460","AT3G53460.4"
"AT3G53460","AT3G53460_P1"
"AT3G53470","AT3G53470_s1"
"AT3G53470","AT3G53470_s2"
"AT3G53570","AT3G53570_P1"
"AT3G53570","AT3G53570_s1"
"AT3G53630","AT3G53630_P1"
"AT3G53630","AT3G53630_P2"
"AT3G53710","AT3G53710_ID5"
"AT3G53710","AT3G53710_P2"
"AT3G53800","AT3G53800_c3"
"AT3G53800","AT3G53800_P1"
"AT3G53800","AT3G53800_P2"
"AT3G53830","AT3G53830_JS9"
"AT3G53830","AT3G53830_P1"
"AT3G53890","AT3G53890.2"
"AT3G53890","AT3G53890_P1"
"AT3G53940","AT3G53940_JS1"
"AT3G53940","AT3G53940_P1"
"AT3G53990","AT3G53990_P1"
"AT3G53990","AT3G53990_P2"
"AT3G54030","AT3G54030.1"
"AT3G54030","AT3G54030_c1"
"AT3G54380","AT3G54380_ID8"
"AT3G54380","AT3G54380_P1"
"AT3G54390","AT3G54390_ID1"
"AT3G54390","AT3G54390_P1"
"AT3G54480","AT3G54480_JS2"
"AT3G54480","AT3G54480_P4"
"AT3G54480","AT3G54480_P5"
"AT3G54500","AT3G54500.1"
"AT3G54500","AT3G54500.3"
"AT3G54500","AT3G54500_ID103"
"AT3G54500","AT3G54500_ID106"
"AT3G54500","AT3G54500_ID129"
"AT3G54500","AT3G54500_ID130"
"AT3G54500","AT3G54500_ID81"
"AT3G54500","AT3G54500_ID91"
"AT3G54500","AT3G54500_ID93"
"AT3G54500","AT3G54500_ID94"
"AT3G54500","AT3G54500_JC11"
"AT3G54500","AT3G54500_JC8"
"AT3G54500","AT3G54500_JS5"
"AT3G54500","AT3G54500_P2"
"AT3G54600","AT3G54600_JC2"
"AT3G54600","AT3G54600_P1"
"AT3G54600","AT3G54600_s1"
"AT3G54830","AT3G54830_ID4"
"AT3G54830","AT3G54830_P2"
"AT3G54860","AT3G54860_JS3"
"AT3G54860","AT3G54860_P1"
"AT3G54890","AT3G54890.4"
"AT3G54890","AT3G54890_JC6"
"AT3G54890","AT3G54890_P1"
"AT3G55010","AT3G55010.1"
"AT3G55010","AT3G55010_ID9"
"AT3G55120","AT3G55120_P1"
"AT3G55120","AT3G55120_s1"
"AT3G55260","AT3G55260_ID17"
"AT3G55260","AT3G55260_P1"
"AT3G55290","AT3G55290_ID1"
"AT3G55290","AT3G55290_P2"
"AT3G55450","AT3G55450_ID2"
"AT3G55450","AT3G55450_P1"
"AT3G55510","AT3G55510_P1"
"AT3G55510","AT3G55510_s1"
"AT3G55580","AT3G55580_JC3"
"AT3G55580","AT3G55580_P1"
"AT3G55610","AT3G55610.2"
"AT3G55610","AT3G55610_ID33"
"AT3G55610","AT3G55610_ID39"
"AT3G55610","AT3G55610_ID41"
"AT3G55610","AT3G55610_P1"
"AT3G55630","AT3G55630_ID114"
"AT3G55630","AT3G55630_ID186"
"AT3G55630","AT3G55630_P3"
"AT3G55760","AT3G55760.3"
"AT3G55760","AT3G55760_P1"
"AT3G55760","AT3G55760_P2"
"AT3G55770","AT3G55770.3"
"AT3G55770","AT3G55770_ID6"
"AT3G55770","AT3G55770_P1"
"AT3G55880","AT3G55880_JS2"
"AT3G55880","AT3G55880_P2"
"AT3G55880","AT3G55880_P3"
"AT3G55880","AT3G55880_P4"
"AT3G56050","AT3G56050_P1"
"AT3G56050","AT3G56050_P2"
"AT3G56070","AT3G56070_P1"
"AT3G56070","AT3G56070_P2"
"AT3G56080","AT3G56080_P2"
"AT3G56080","AT3G56080_s1"
"AT3G56140","AT3G56140_ID2"
"AT3G56140","AT3G56140_P1"
"AT3G56140","AT3G56140_P3"
"AT3G56160","AT3G56160_JS12"
"AT3G56160","AT3G56160_JS28"
"AT3G56160","AT3G56160_JS36"
"AT3G56160","AT3G56160_JS4"
"AT3G56160","AT3G56160_P2"
"AT3G56160","AT3G56160_P3"
"AT3G56200","AT3G56200_ID2"
"AT3G56200","AT3G56200_P1"
"AT3G56240","AT3G56240_P2"
"AT3G56240","AT3G56240_P3"
"AT3G56680","AT3G56680_c1"
"AT3G56680","AT3G56680_P1"
"AT3G56860","AT3G56860_P1"
"AT3G56860","AT3G56860_P6"
"AT3G56860","AT3G56860_P8"
"AT3G57000","AT3G57000_JC3"
"AT3G57000","AT3G57000_P1"
"AT3G57020","AT3G57020_P1"
"AT3G57020","AT3G57020_P2"
"AT3G57050","AT3G57050_P2"
"AT3G57050","AT3G57050_P5"
"AT3G57410","AT3G57410_c2"
"AT3G57410","AT3G57410_JC7"
"AT3G57410","AT3G57410_P7"
"AT3G57470","AT3G57470_ID8"
"AT3G57470","AT3G57470_JS11"
"AT3G57470","AT3G57470_P2"
"AT3G57470","AT3G57470_P4"
"AT3G57470","AT3G57470_P5"
"AT3G57470","AT3G57470_P6"
"AT3G57630","AT3G57630.1"
"AT3G57630","AT3G57630.2"
"AT3G57770","AT3G57770_ID3"
"AT3G57770","AT3G57770_P1"
"AT3G57780","AT3G57780_P1"
"AT3G57780","AT3G57780_P3"
"AT3G58120","AT3G58120_c1"
"AT3G58120","AT3G58120_P1"
"AT3G58990","AT3G58990.1"
"AT3G58990","AT3G58990_ID2"
"AT3G59060","AT3G59060.1"
"AT3G59060","AT3G59060_JC7"
"AT3G59060","AT3G59060_P2"
"AT3G59060","AT3G59060_P4"
"AT3G59090","AT3G59090.3"
"AT3G59090","AT3G59090_JS8"
"AT3G59090","AT3G59090_P1"
"AT3G59090","AT3G59090_P4"
"AT3G59300","AT3G59300_ID3"
"AT3G59300","AT3G59300_P1"
"AT3G59310","AT3G59310_ID26"
"AT3G59310","AT3G59310_P1"
"AT3G59320","AT3G59320_P1"
"AT3G59320","AT3G59320_P2"
"AT3G59330","AT3G59330_ID1"
"AT3G59330","AT3G59330_ID13"
"AT3G59330","AT3G59330_ID9"
"AT3G59330","AT3G59330_P3"
"AT3G59350","AT3G59350_P1"
"AT3G59350","AT3G59350_P2"
"AT3G59350","AT3G59350_P6"
"AT3G59410","AT3G59410.1"
"AT3G59410","AT3G59410_JC4"
"AT3G59780","AT3G59780_ID23"
"AT3G59780","AT3G59780_s1"
"AT3G59780","AT3G59780_s2"
"AT3G60180","AT3G60180_ID1"
"AT3G60180","AT3G60180_P1"
"AT3G60240","AT3G60240.2"
"AT3G60240","AT3G60240.4"
"AT3G60245","AT3G60245_P1"
"AT3G60245","AT3G60245_s1"
"AT3G60300","AT3G60300_ID1"
"AT3G60300","AT3G60300_P1"
"AT3G60300","AT3G60300_s1"
"AT3G60500","AT3G60500.3"
"AT3G60500","AT3G60500_ID30"
"AT3G60520","AT3G60520_ID1"
"AT3G60520","AT3G60520_P1"
"AT3G60910","AT3G60910_ID2"
"AT3G60910","AT3G60910_P1"
"AT3G60910","AT3G60910_P2"
"AT3G60930","AT3G60930.1"
"AT3G60930","AT3G60930.2"
"AT3G61010","AT3G61010_ID77"
"AT3G61010","AT3G61010_JC5"
"AT3G61010","AT3G61010_JC9"
"AT3G61080","AT3G61080.1"
"AT3G61080","AT3G61080_ID4"
"AT3G61080","AT3G61080_ID5"
"AT3G61110","AT3G61110_c1"
"AT3G61110","AT3G61110_c2"
"AT3G61110","AT3G61110_P1"
"AT3G61160","AT3G61160_P1"
"AT3G61160","AT3G61160_P2"
"AT3G61280","AT3G61280.1"
"AT3G61280","AT3G61280.2"
"AT3G61280","AT3G61280_ID3"
"AT3G61280","AT3G61280_JS2"
"AT3G61430","AT3G61430_P1"
"AT3G61430","AT3G61430_P2"
"AT3G61440","AT3G61440.3"
"AT3G61440","AT3G61440_P2"
"AT3G61440","AT3G61440_P4"
"AT3G61470","AT3G61470_JS1"
"AT3G61470","AT3G61470_P1"
"AT3G61600","AT3G61600_P1"
"AT3G61600","AT3G61600_P2"
"AT3G61640","AT3G61640_ID2"
"AT3G61640","AT3G61640_P1"
"AT3G61690","AT3G61690_ID4"
"AT3G61690","AT3G61690_P2"
"AT3G61750","AT3G61750_P1"
"AT3G61750","AT3G61750_P2"
"AT3G61950","AT3G61950_P1"
"AT3G61950","AT3G61950_P2"
"AT3G61950","AT3G61950_P4"
"AT3G62290","AT3G62290.3"
"AT3G62290","AT3G62290_P1"
"AT3G62550","AT3G62550_JC4"
"AT3G62550","AT3G62550_P1"
"AT3G62610","AT3G62610_JS4"
"AT3G62610","AT3G62610_P1"
"AT3G62650","AT3G62650.2"
"AT3G62650","AT3G62650_c1"
"AT3G62660","AT3G62660_c1"
"AT3G62660","AT3G62660_P1"
"AT3G62740","AT3G62740_P1"
"AT3G62740","AT3G62740_s2"
"AT3G62750","AT3G62750_c1"
"AT3G62750","AT3G62750_ID14"
"AT3G62750","AT3G62750_ID15"
"AT3G62750","AT3G62750_JC15"
"AT3G62750","AT3G62750_JC3"
"AT3G62750","AT3G62750_JS2"
"AT3G62750","AT3G62750_P2"
"AT3G62750","AT3G62750_P3"
"AT3G62750","AT3G62750_P4"
"AT3G62750","AT3G62750_P7"
"AT3G62870","AT3G62870_ID2"
"AT3G62870","AT3G62870_P1"
"AT3G62910","AT3G62910_ID12"
"AT3G62910","AT3G62910_P1"
"AT3G63330","AT3G63330_ID12"
"AT3G63330","AT3G63330_ID9"
"AT3G63400","AT3G63400.3"
"AT3G63400","AT3G63400_P4"
"AT3G63445","AT3G63445_ID3"
"AT3G63445","AT3G63445_s1"
"AT3G63450","AT3G63450_JC15"
"AT3G63450","AT3G63450_P6"
"AT3G63460","AT3G63460.2"
"AT3G63460","AT3G63460_c3"
"AT3G63460","AT3G63460_c4"
"AT3G63530","AT3G63530_c1"
"AT3G63530","AT3G63530_ID1"
"AT4G00026","AT4G00026_P1"
"AT4G00026","AT4G00026_s1"
"AT4G00050","AT4G00050_P1"
"AT4G00050","AT4G00050_P2"
"AT4G00050","AT4G00050_P3"
"AT4G00180","AT4G00180_ID3"
"AT4G00180","AT4G00180_s1"
"AT4G00520","AT4G00520_ID5"
"AT4G00520","AT4G00520_P3"
"AT4G00520","AT4G00520_P4"
"AT4G00560","AT4G00560.1"
"AT4G00560","AT4G00560_ID6"
"AT4G00810","AT4G00810_JS3"
"AT4G00810","AT4G00810_P2"
"AT4G00830","AT4G00830_P2"
"AT4G00830","AT4G00830_P6"
"AT4G00955","AT4G00955_P1"
"AT4G00955","AT4G00955_P2"
"AT4G01026","AT4G01026_c1"
"AT4G01026","AT4G01026_P1"
"AT4G01060","AT4G01060_ID2"
"AT4G01060","AT4G01060_P3"
"AT4G01120","AT4G01120_ID3"
"AT4G01120","AT4G01120_P1"
"AT4G01130","AT4G01130_c4"
"AT4G01130","AT4G01130_P1"
"AT4G01130","AT4G01130_P2"
"AT4G01330","AT4G01330.2"
"AT4G01330","AT4G01330_ID3"
"AT4G01330","AT4G01330_P1"
"AT4G01440","AT4G01440_P1"
"AT4G01440","AT4G01440_P3"
"AT4G01460","AT4G01460_P1"
"AT4G01460","AT4G01460_P2"
"AT4G01590","AT4G01590_P2"
"AT4G01590","AT4G01590_P3"
"AT4G01915","AT4G01915_P1"
"AT4G01915","AT4G01915_P2"
"AT4G01915","AT4G01915_P4"
"AT4G01995","AT4G01995_P1"
"AT4G01995","AT4G01995_P2"
"AT4G01995","AT4G01995_P3"
"AT4G02120","AT4G02120_ID133"
"AT4G02120","AT4G02120_JS14"
"AT4G02120","AT4G02120_JS7"
"AT4G02120","AT4G02120_P1"
"AT4G02120","AT4G02120_P2"
"AT4G02200","AT4G02200.1"
"AT4G02200","AT4G02200.3"
"AT4G02200","AT4G02200_ID1"
"AT4G02260","AT4G02260_JS3"
"AT4G02260","AT4G02260_P2"
"AT4G02400","AT4G02400.1"
"AT4G02400","AT4G02400_ID4"
"AT4G02430","AT4G02430_CR1"
"AT4G02430","AT4G02430_JC11"
"AT4G02540","AT4G02540.1"
"AT4G02540","AT4G02540.2"
"AT4G02890","AT4G02890.3"
"AT4G02890","AT4G02890_P4"
"AT4G02990","AT4G02990_P1"
"AT4G02990","AT4G02990_P2"
"AT4G03060","AT4G03060_JS3"
"AT4G03060","AT4G03060_JS4"
"AT4G03110","AT4G03110_ID9"
"AT4G03110","AT4G03110_P1"
"AT4G03935","AT4G03935.1"
"AT4G03935","AT4G03935_ID2"
"AT4G04040","AT4G04040_c6"
"AT4G04040","AT4G04040_P1"
"AT4G04200","AT4G04200_ID1"
"AT4G04200","AT4G04200_s2"
"AT4G04692","AT4G04692.1"
"AT4G04692","AT4G04692.2"
"AT4G04740","AT4G04740_JS1"
"AT4G04740","AT4G04740_P1"
"AT4G04750","AT4G04750_ID119"
"AT4G04750","AT4G04750_ID37"
"AT4G04750","AT4G04750_ID41"
"AT4G04750","AT4G04750_ID47"
"AT4G04750","AT4G04750_ID48"
"AT4G04750","AT4G04750_ID52"
"AT4G04750","AT4G04750_JS8"
"AT4G04750","AT4G04750_P2"
"AT4G04750","AT4G04750_P3"
"AT4G04760","AT4G04760_JS6"
"AT4G04760","AT4G04760_P3"
"AT4G04870","AT4G04870_P1"
"AT4G04870","AT4G04870_s1"
"AT4G04955","AT4G04955_ID3"
"AT4G04955","AT4G04955_P1"
"AT4G05020","AT4G05020_ID2"
"AT4G05020","AT4G05020_P1"
"AT4G05050","AT4G05050_P1"
"AT4G05050","AT4G05050_P2"
"AT4G05150","AT4G05150_c1"
"AT4G05150","AT4G05150_P1"
"AT4G05180","AT4G05180_c1"
"AT4G05180","AT4G05180_P2"
"AT4G05410","AT4G05410_ID6"
"AT4G05410","AT4G05410_P1"
"AT4G07410","AT4G07410.1"
"AT4G07410","AT4G07410.2"
"AT4G07507","AT4G07507_JC20"
"AT4G07507","AT4G07507_JS12"
"AT4G08035","AT4G08035.1"
"AT4G08035","AT4G08035_ID1"
"AT4G08390","AT4G08390.2"
"AT4G08390","AT4G08390_P1"
"AT4G08390","AT4G08390_s1"
"AT4G08460","AT4G08460_ID10"
"AT4G08460","AT4G08460_P1"
"AT4G08460","AT4G08460_P3"
"AT4G08470","AT4G08470_ID11"
"AT4G08470","AT4G08470_ID21"
"AT4G08470","AT4G08470_P1"
"AT4G08470","AT4G08470_P2"
"AT4G08870","AT4G08870_P1"
"AT4G08870","AT4G08870_P2"
"AT4G09010","AT4G09010_ID18"
"AT4G09010","AT4G09010_P3"
"AT4G09020","AT4G09020_c2"
"AT4G09020","AT4G09020_c3"
"AT4G09020","AT4G09020_c4"
"AT4G09020","AT4G09020_c5"
"AT4G09020","AT4G09020_ID2"
"AT4G09020","AT4G09020_ID4"
"AT4G09020","AT4G09020_ID5"
"AT4G09020","AT4G09020_P1"
"AT4G09020","AT4G09020_s1"
"AT4G09020","AT4G09020_s2"
"AT4G09020","AT4G09020_s3"
"AT4G09040","AT4G09040_ID1"
"AT4G09040","AT4G09040_P1"
"AT4G09760","AT4G09760.1"
"AT4G09760","AT4G09760.2"
"AT4G09760","AT4G09760_c1"
"AT4G09760","AT4G09760_s2"
"AT4G09820","AT4G09820_JS2"
"AT4G09820","AT4G09820_P1"
"AT4G10000","AT4G10000_P1"
"AT4G10000","AT4G10000_P2"
"AT4G10060","AT4G10060_ID135"
"AT4G10060","AT4G10060_ID142"
"AT4G10060","AT4G10060_ID157"
"AT4G10060","AT4G10060_P1"
"AT4G10120","AT4G10120_ID5"
"AT4G10120","AT4G10120_ID6"
"AT4G10120","AT4G10120_P2"
"AT4G10120","AT4G10120_P5"
"AT4G10330","AT4G10330_JS1"
"AT4G10330","AT4G10330_P1"
"AT4G10340","AT4G10340_JC2"
"AT4G10340","AT4G10340_P1"
"AT4G10360","AT4G10360_P2"
"AT4G10360","AT4G10360_P3"
"AT4G10450","AT4G10450_P1"
"AT4G10450","AT4G10450_P2"
"AT4G10480","AT4G10480.2"
"AT4G10480","AT4G10480_P1"
"AT4G10730","AT4G10730_ID6"
"AT4G10730","AT4G10730_P1"
"AT4G10845","AT4G10845_s1"
