"genes","isoforms"
"AT5G10470","AT5G10470_ID4"
"AT5G10490","AT5G10490_P1"
"AT5G10490","AT5G10490_P2"
"AT5G10540","AT5G10540.1"
"AT5G10540","AT5G10540_ID4"
"AT5G10630","AT5G10630_P2"
"AT5G10630","AT5G10630_P3"
"AT5G10690","AT5G10690.1"
"AT5G10690","AT5G10690_JC6"
"AT5G10700","AT5G10700.1"
"AT5G10700","AT5G10700_ID1"
"AT5G10710","AT5G10710_P1"
"AT5G10710","AT5G10710_P2"
"AT5G10730","AT5G10730_c1"
"AT5G10730","AT5G10730_P1"
"AT5G10830","AT5G10830_ID1"
"AT5G10830","AT5G10830_P1"
"AT5G10930","AT5G10930_c1"
"AT5G10930","AT5G10930_P1"
"AT5G10940","AT5G10940_P2"
"AT5G10940","AT5G10940_s5"
"AT5G10946","AT5G10946_P1"
"AT5G10946","AT5G10946_P2"
"AT5G11010","AT5G11010_ID1"
"AT5G11010","AT5G11010_P2"
"AT5G11010","AT5G11010_P3"
"AT5G11010","AT5G11010_P4"
"AT5G11030","AT5G11030_ID37"
"AT5G11030","AT5G11030_P2"
"AT5G11040","AT5G11040_c1"
"AT5G11040","AT5G11040_P1"
"AT5G11090","AT5G11090_JC2"
"AT5G11090","AT5G11090_JS3"
"AT5G11160","AT5G11160_P1"
"AT5G11160","AT5G11160_P2"
"AT5G11170","AT5G11170_JS2"
"AT5G11170","AT5G11170_JS4"
"AT5G11170","AT5G11170_P1"
"AT5G11260","AT5G11260_c1"
"AT5G11260","AT5G11260_P1"
"AT5G11350","AT5G11350_ID3"
"AT5G11350","AT5G11350_P1"
"AT5G11350","AT5G11350_P4"
"AT5G11380","AT5G11380_P1"
"AT5G11380","AT5G11380_P2"
"AT5G11470","AT5G11470_JC40"
"AT5G11470","AT5G11470_JS10"
"AT5G11470","AT5G11470_JS14"
"AT5G11470","AT5G11470_JS15"
"AT5G11510","AT5G11510_P1"
"AT5G11510","AT5G11510_P3"
"AT5G11530","AT5G11530_P1"
"AT5G11530","AT5G11530_s1"
"AT5G11580","AT5G11580_P1"
"AT5G11580","AT5G11580_s2"
"AT5G11610","AT5G11610.2"
"AT5G11610","AT5G11610_ID1"
"AT5G11630","AT5G11630_P1"
"AT5G11630","AT5G11630_P2"
"AT5G11650","AT5G11650_P1"
"AT5G11650","AT5G11650_s1"
"AT5G11670","AT5G11670_JC1"
"AT5G11670","AT5G11670_P1"
"AT5G11720","AT5G11720_ID1"
"AT5G11720","AT5G11720_P1"
"AT5G11790","AT5G11790_P1"
"AT5G11790","AT5G11790_s1"
"AT5G11850","AT5G11850_JS2"
"AT5G11850","AT5G11850_P1"
"AT5G11950","AT5G11950_P1"
"AT5G11950","AT5G11950_P3"
"AT5G11960","AT5G11960_P1"
"AT5G11960","AT5G11960_s1"
"AT5G12080","AT5G12080_P1"
"AT5G12080","AT5G12080_P3"
"AT5G12260","AT5G12260_P1"
"AT5G12260","AT5G12260_s1"
"AT5G12290","AT5G12290_P1"
"AT5G12290","AT5G12290_P4"
"AT5G12360","AT5G12360.1"
"AT5G12360","AT5G12360_ID4"
"AT5G12840","AT5G12840.2"
"AT5G12840","AT5G12840_c4"
"AT5G12840","AT5G12840_P3"
"AT5G13240","AT5G13240_ID10"
"AT5G13240","AT5G13240_P1"
"AT5G13310","AT5G13310_JS1"
"AT5G13310","AT5G13310_P2"
"AT5G13320","AT5G13320_JS1"
"AT5G13320","AT5G13320_P1"
"AT5G13360","AT5G13360.1"
"AT5G13360","AT5G13360_P3"
"AT5G13390","AT5G13390_ID1"
"AT5G13390","AT5G13390_P1"
"AT5G13480","AT5G13480_ID16"
"AT5G13480","AT5G13480_P1"
"AT5G13530","AT5G13530.2"
"AT5G13530","AT5G13530_P1"
"AT5G13650","AT5G13650.1"
"AT5G13650","AT5G13650_P2"
"AT5G13660","AT5G13660_ID1"
"AT5G13660","AT5G13660_ID2"
"AT5G13660","AT5G13660_ID3"
"AT5G13690","AT5G13690.1"
"AT5G13690","AT5G13690_c1"
"AT5G13690","AT5G13690_ID2"
"AT5G13730","AT5G13730_c1"
"AT5G13730","AT5G13730_P1"
"AT5G13800","AT5G13800_P1"
"AT5G13800","AT5G13800_P2"
"AT5G13810","AT5G13810_JC3"
"AT5G13810","AT5G13810_P1"
"AT5G13890","AT5G13890_ID1"
"AT5G13890","AT5G13890_ID2"
"AT5G13950","AT5G13950_P1"
"AT5G13950","AT5G13950_P4"
"AT5G14030","AT5G14030.3"
"AT5G14030","AT5G14030_ID2"
"AT5G14060","AT5G14060_P1"
"AT5G14060","AT5G14060_P2"
"AT5G14080","AT5G14080_ID1"
"AT5G14080","AT5G14080_P1"
"AT5G14090","AT5G14090.1"
"AT5G14090","AT5G14090_ID2"
"AT5G14210","AT5G14210.1"
"AT5G14210","AT5G14210_ID2"
"AT5G14220","AT5G14220_JS1"
"AT5G14220","AT5G14220_P4"
"AT5G14240","AT5G14240_c2"
"AT5G14240","AT5G14240_P1"
"AT5G14270","AT5G14270_P1"
"AT5G14270","AT5G14270_P3"
"AT5G14430","AT5G14430_ID2"
"AT5G14430","AT5G14430_P1"
"AT5G14440","AT5G14440.1"
"AT5G14440","AT5G14440.2"
"AT5G14550","AT5G14550.1"
"AT5G14550","AT5G14550.2"
"AT5G14550","AT5G14550_ID2"
"AT5G14550","AT5G14550_ID6"
"AT5G14610","AT5G14610.2"
"AT5G14610","AT5G14610_P6"
"AT5G14620","AT5G14620_c1"
"AT5G14620","AT5G14620_P1"
"AT5G14650","AT5G14650_ID4"
"AT5G14650","AT5G14650_ID9"
"AT5G14650","AT5G14650_P2"
"AT5G14680","AT5G14680_c1"
"AT5G14680","AT5G14680_P1"
"AT5G14770","AT5G14770_JS2"
"AT5G14770","AT5G14770_JS3"
"AT5G14850","AT5G14850_c3"
"AT5G14850","AT5G14850_P1"
"AT5G14850","AT5G14850_P3"
"AT5G14930","AT5G14930_ID2"
"AT5G14930","AT5G14930_P2"
"AT5G15020","AT5G15020_JC8"
"AT5G15020","AT5G15020_P2"
"AT5G15030","AT5G15030.1"
"AT5G15030","AT5G15030.2"
"AT5G15070","AT5G15070_c1"
"AT5G15070","AT5G15070_P1"
"AT5G15070","AT5G15070_P5"
"AT5G15090","AT5G15090.2"
"AT5G15090","AT5G15090_P1"
"AT5G15190","AT5G15190_ID2"
"AT5G15190","AT5G15190_P1"
"AT5G15190","AT5G15190_P2"
"AT5G15260","AT5G15260_P1"
"AT5G15260","AT5G15260_P2"
"AT5G15270","AT5G15270_P1"
"AT5G15270","AT5G15270_P2"
"AT5G15310","AT5G15310_P1"
"AT5G15310","AT5G15310_P3"
"AT5G15310","AT5G15310_P4"
"AT5G15330","AT5G15330_ID2"
"AT5G15330","AT5G15330_P2"
"AT5G15390","AT5G15390.1"
"AT5G15390","AT5G15390_s1"
"AT5G15400","AT5G15400.1"
"AT5G15400","AT5G15400_c1"
"AT5G15460","AT5G15460_P1"
"AT5G15460","AT5G15460_P2"
"AT5G15500","AT5G15500_P1"
"AT5G15500","AT5G15500_P2"
"AT5G15510","AT5G15510_P1"
"AT5G15510","AT5G15510_P3"
"AT5G15630","AT5G15630_P1"
"AT5G15630","AT5G15630_P2"
"AT5G15680","AT5G15680_JS1"
"AT5G15680","AT5G15680_P1"
"AT5G15790","AT5G15790_P2"
"AT5G15790","AT5G15790_s1"
"AT5G15860","AT5G15860.1"
"AT5G15860","AT5G15860_c1"
"AT5G15860","AT5G15860_ID4"
"AT5G15910","AT5G15910_JS1"
"AT5G15910","AT5G15910_P1"
"AT5G16140","AT5G16140_c1"
"AT5G16140","AT5G16140_P1"
"AT5G16150","AT5G16150.1"
"AT5G16150","AT5G16150_P2"
"AT5G16200","AT5G16200_JC1"
"AT5G16200","AT5G16200_P1"
"AT5G16210","AT5G16210_JC5"
"AT5G16210","AT5G16210_P1"
"AT5G16280","AT5G16280_P1"
"AT5G16280","AT5G16280_s2"
"AT5G16420","AT5G16420_JS1"
"AT5G16420","AT5G16420_JS2"
"AT5G16420","AT5G16420_JS3"
"AT5G16450","AT5G16450.2"
"AT5G16450","AT5G16450_P1"
"AT5G16480","AT5G16480_c2"
"AT5G16480","AT5G16480_P1"
"AT5G16505","AT5G16505.2"
"AT5G16505","AT5G16505_c1"
"AT5G16520","AT5G16520_JS2"
"AT5G16520","AT5G16520_JS3"
"AT5G16520","AT5G16520_P1"
"AT5G16530","AT5G16530_P1"
"AT5G16530","AT5G16530_s1"
"AT5G16540","AT5G16540_P1"
"AT5G16540","AT5G16540_P3"
"AT5G16610","AT5G16610_P2"
"AT5G16610","AT5G16610_P3"
"AT5G16630","AT5G16630_P1"
"AT5G16630","AT5G16630_P2"
"AT5G16630","AT5G16630_P3"
"AT5G16780","AT5G16780.1"
"AT5G16780","AT5G16780_ID1"
"AT5G16800","AT5G16800_P1"
"AT5G16800","AT5G16800_P2"
"AT5G16810","AT5G16810_c2"
"AT5G16810","AT5G16810_P1"
"AT5G16820","AT5G16820_ID1"
"AT5G16820","AT5G16820_ID3"
"AT5G16820","AT5G16820_P2"
"AT5G16880","AT5G16880_P2"
"AT5G16880","AT5G16880_P4"
"AT5G16890","AT5G16890_P1"
"AT5G16890","AT5G16890_s1"
"AT5G16940","AT5G16940_ID1"
"AT5G16940","AT5G16940_ID3"
"AT5G16980","AT5G16980_P1"
"AT5G16980","AT5G16980_P2"
"AT5G17010","AT5G17010_JS3"
"AT5G17010","AT5G17010_P3"
"AT5G17010","AT5G17010_P4"
"AT5G17040","AT5G17040_P1"
"AT5G17040","AT5G17040_P2"
"AT5G17210","AT5G17210_ID2"
"AT5G17210","AT5G17210_P1"
"AT5G17240","AT5G17240_ID14"
"AT5G17240","AT5G17240_ID5"
"AT5G17240","AT5G17240_P1"
"AT5G17240","AT5G17240_P2"
"AT5G17250","AT5G17250_ID1"
"AT5G17250","AT5G17250_P1"
"AT5G17300","AT5G17300_c1"
"AT5G17300","AT5G17300_P1"
"AT5G17370","AT5G17370_P1"
"AT5G17370","AT5G17370_P2"
"AT5G17410","AT5G17410.2"
"AT5G17410","AT5G17410_P1"
"AT5G17450","AT5G17450_P1"
"AT5G17450","AT5G17450_P2"
"AT5G17460","AT5G17460_P1"
"AT5G17460","AT5G17460_P2"
"AT5G17510","AT5G17510.1"
"AT5G17510","AT5G17510_ID3"
"AT5G17530","AT5G17530_ID2"
"AT5G17530","AT5G17530_ID4"
"AT5G17570","AT5G17570.1"
"AT5G17570","AT5G17570_ID4"
"AT5G17600","AT5G17600_JC3"
"AT5G17600","AT5G17600_P1"
"AT5G17660","AT5G17660.1"
"AT5G17660","AT5G17660_ID1"
"AT5G17660","AT5G17660_ID4"
"AT5G17670","AT5G17670_ID12"
"AT5G17670","AT5G17670_ID9"
"AT5G17670","AT5G17670_P1"
"AT5G17710","AT5G17710_JC1"
"AT5G17710","AT5G17710_P2"
"AT5G17780","AT5G17780.1"
"AT5G17780","AT5G17780_P2"
"AT5G17850","AT5G17850_P1"
"AT5G17850","AT5G17850_P2"
"AT5G17890","AT5G17890_c2"
"AT5G17890","AT5G17890_P1"
"AT5G18065","AT5G18065_P1"
"AT5G18065","AT5G18065_P2"
"AT5G18065","AT5G18065_P3"
"AT5G18100","AT5G18100.1"
"AT5G18100","AT5G18100_ID5"
"AT5G18210","AT5G18210_P1"
"AT5G18210","AT5G18210_P2"
"AT5G18230","AT5G18230.2"
"AT5G18230","AT5G18230_P1"
"AT5G18240","AT5G18240.1"
"AT5G18240","AT5G18240.4"
"AT5G18240","AT5G18240_ID22"
"AT5G18240","AT5G18240_JC4"
"AT5G18245","AT5G18245.1"
"AT5G18245","AT5G18245_ID40"
"AT5G18245","AT5G18245_ID42"
"AT5G18245","AT5G18245_JC12"
"AT5G18255","AT5G18255_ID1"
"AT5G18255","AT5G18255_ID3"
"AT5G18255","AT5G18255_ID4"
"AT5G18260","AT5G18260.1"
"AT5G18260","AT5G18260_ID1"
"AT5G18260","AT5G18260_ID3"
"AT5G18260","AT5G18260_ID4"
"AT5G18310","AT5G18310_P2"
"AT5G18310","AT5G18310_P3"
"AT5G18400","AT5G18400_ID3"
"AT5G18400","AT5G18400_P2"
"AT5G18420","AT5G18420_ID45"
"AT5G18420","AT5G18420_P1"
"AT5G18440","AT5G18440_P1"
"AT5G18440","AT5G18440_P2"
"AT5G18460","AT5G18460_P1"
"AT5G18460","AT5G18460_s1"
"AT5G18500","AT5G18500_P1"
"AT5G18500","AT5G18500_P2"
"AT5G18540","AT5G18540_ID2"
"AT5G18540","AT5G18540_P1"
"AT5G18540","AT5G18540_P2"
"AT5G18620","AT5G18620.1"
"AT5G18620","AT5G18620_P2"
"AT5G18630","AT5G18630_ID177"
"AT5G18630","AT5G18630_P1"
"AT5G18630","AT5G18630_P2"
"AT5G18680","AT5G18680_ID2"
"AT5G18680","AT5G18680_P1"
"AT5G18770","AT5G18770_P1"
"AT5G18770","AT5G18770_P2"
"AT5G18780","AT5G18780_P1"
"AT5G18780","AT5G18780_P2"
"AT5G18780","AT5G18780_P4"
"AT5G18820","AT5G18820_P1"
"AT5G18820","AT5G18820_P2"
"AT5G18850","AT5G18850_ID2"
"AT5G18850","AT5G18850_P1"
"AT5G18980","AT5G18980_P1"
"AT5G18980","AT5G18980_P2"
"AT5G19000","AT5G19000.1"
"AT5G19000","AT5G19000_c2"
"AT5G19025","AT5G19025_P1"
"AT5G19025","AT5G19025_P2"
"AT5G19030","AT5G19030_P1"
"AT5G19030","AT5G19030_P2"
"AT5G19130","AT5G19130_c1"
"AT5G19130","AT5G19130_ID2"
"AT5G19130","AT5G19130_P1"
"AT5G19210","AT5G19210.1"
"AT5G19210","AT5G19210_P2"
"AT5G19330","AT5G19330.1"
"AT5G19330","AT5G19330_c1"
"AT5G19380","AT5G19380_ID1"
"AT5G19380","AT5G19380_P1"
"AT5G19480","AT5G19480_ID4"
"AT5G19480","AT5G19480_ID6"
"AT5G19500","AT5G19500_ID15"
"AT5G19500","AT5G19500_P1"
"AT5G19660","AT5G19660_JC12"
"AT5G19660","AT5G19660_P1"
"AT5G19670","AT5G19670_ID1"
"AT5G19670","AT5G19670_P1"
"AT5G19670","AT5G19670_P2"
"AT5G19850","AT5G19850_ID4"
"AT5G19850","AT5G19850_P1"
"AT5G19900","AT5G19900_JS1"
"AT5G19900","AT5G19900_P1"
"AT5G19900","AT5G19900_s3"
"AT5G19980","AT5G19980_JC1"
"AT5G19980","AT5G19980_P1"
"AT5G19990","AT5G19990_P1"
"AT5G19990","AT5G19990_P3"
"AT5G20090","AT5G20090_ID1"
"AT5G20090","AT5G20090_P1"
"AT5G20110","AT5G20110_P1"
"AT5G20110","AT5G20110_P2"
"AT5G20170","AT5G20170.1"
"AT5G20170","AT5G20170_c2"
"AT5G20220","AT5G20220_ID12"
"AT5G20220","AT5G20220_ID8"
"AT5G20220","AT5G20220_P1"
"AT5G20250","AT5G20250.2"
"AT5G20250","AT5G20250.4"
"AT5G20360","AT5G20360.1"
"AT5G20360","AT5G20360_JS1"
"AT5G20450","AT5G20450.1"
"AT5G20450","AT5G20450.2"
"AT5G20450","AT5G20450_ID17"
"AT5G20450","AT5G20450_JC5"
"AT5G20480","AT5G20480_P1"
"AT5G20480","AT5G20480_P2"
"AT5G20540","AT5G20540_P1"
"AT5G20540","AT5G20540_s1"
"AT5G20635","AT5G20635_P1"
"AT5G20635","AT5G20635_P2"
"AT5G20680","AT5G20680_P2"
"AT5G20680","AT5G20680_P3"
"AT5G20920","AT5G20920_JS1"
"AT5G20920","AT5G20920_P1"
"AT5G20930","AT5G20930_P1"
"AT5G20930","AT5G20930_s1"
"AT5G20950","AT5G20950_P1"
"AT5G20950","AT5G20950_P3"
"AT5G20960","AT5G20960_P1"
"AT5G20960","AT5G20960_P2"
"AT5G20980","AT5G20980.2"
"AT5G20980","AT5G20980_P1"
"AT5G21040","AT5G21040.2"
"AT5G21040","AT5G21040_ID5"
"AT5G21040","AT5G21040_P1"
"AT5G21060","AT5G21060.2"
"AT5G21060","AT5G21060_P1"
"AT5G21100","AT5G21100_ID2"
"AT5G21100","AT5G21100_P1"
"AT5G21430","AT5G21430_P1"
"AT5G21430","AT5G21430_s1"
"AT5G21900","AT5G21900_P1"
"AT5G21900","AT5G21900_P2"
"AT5G21930","AT5G21930.2"
"AT5G21930","AT5G21930_ID4"
"AT5G21930","AT5G21930_P4"
"AT5G21970","AT5G21970_P1"
"AT5G21970","AT5G21970_P2"
"AT5G22030","AT5G22030_JS19"
"AT5G22030","AT5G22030_JS20"
"AT5G22040","AT5G22040_P1"
"AT5G22040","AT5G22040_P2"
"AT5G22050","AT5G22050.2"
"AT5G22050","AT5G22050_ID1"
"AT5G22050","AT5G22050_ID3"
"AT5G22110","AT5G22110_ID3"
"AT5G22110","AT5G22110_P1"
"AT5G22110","AT5G22110_P2"
"AT5G22210","AT5G22210_ID2"
"AT5G22210","AT5G22210_P1"
"AT5G22210","AT5G22210_P2"
"AT5G22300","AT5G22300_P1"
"AT5G22300","AT5G22300_P2"
"AT5G22450","AT5G22450.1"
"AT5G22450","AT5G22450_c5"
"AT5G22450","AT5G22450_s1"
"AT5G22608","AT5G22608_ID6"
"AT5G22608","AT5G22608_P1"
"AT5G22608","AT5G22608_s2"
"AT5G22620","AT5G22620_P1"
"AT5G22620","AT5G22620_P5"
"AT5G22690","AT5G22690_P1"
"AT5G22690","AT5G22690_P4"
"AT5G22700","AT5G22700.1"
"AT5G22700","AT5G22700_ID3"
"AT5G22710","AT5G22710_ID5"
"AT5G22710","AT5G22710_ID6"
"AT5G22730","AT5G22730_P1"
"AT5G22730","AT5G22730_P2"
"AT5G22750","AT5G22750_JS2"
"AT5G22750","AT5G22750_P1"
"AT5G22760","AT5G22760_c2"
"AT5G22760","AT5G22760_P1"
"AT5G22760","AT5G22760_P2"
"AT5G22770","AT5G22770_P1"
"AT5G22770","AT5G22770_P4"
"AT5G22780","AT5G22780_P1"
"AT5G22780","AT5G22780_P2"
"AT5G22794","AT5G22794_c2"
"AT5G22794","AT5G22794_JC21"
"AT5G22794","AT5G22794_JC6"
"AT5G22794","AT5G22794_JS2"
"AT5G22800","AT5G22800_P1"
"AT5G22800","AT5G22800_P2"
"AT5G22820","AT5G22820.1"
"AT5G22820","AT5G22820.2"
"AT5G22830","AT5G22830.1"
"AT5G22830","AT5G22830_s1"
"AT5G22860","AT5G22860_P1"
"AT5G22860","AT5G22860_P8"
"AT5G22875","AT5G22875_P2"
"AT5G22875","AT5G22875_P3"
"AT5G23050","AT5G23050_ID66"
"AT5G23050","AT5G23050_ID71"
"AT5G23050","AT5G23050_P1"
"AT5G23050","AT5G23050_P2"
"AT5G23090","AT5G23090_ID8"
"AT5G23090","AT5G23090_P1"
"AT5G23090","AT5G23090_P2"
"AT5G23110","AT5G23110_JS1"
"AT5G23110","AT5G23110_P1"
"AT5G23150","AT5G23150_P1"
"AT5G23150","AT5G23150_P3"
"AT5G23200","AT5G23200_P1"
"AT5G23200","AT5G23200_s1"
"AT5G23210","AT5G23210_P1"
"AT5G23210","AT5G23210_P3"
"AT5G23235","AT5G23235.1"
"AT5G23235","AT5G23235_ID1"
"AT5G23235","AT5G23235_ID3"
"AT5G23240","AT5G23240.1"
"AT5G23240","AT5G23240_ID2"
"AT5G23240","AT5G23240_ID3"
"AT5G23405","AT5G23405_c1"
"AT5G23405","AT5G23405_P1"
"AT5G23450","AT5G23450_P2"
"AT5G23450","AT5G23450_P4"
"AT5G23480","AT5G23480_P2"
"AT5G23480","AT5G23480_P4"
"AT5G23480","AT5G23480_s1"
"AT5G23490","AT5G23490_P1"
"AT5G23490","AT5G23490_P2"
"AT5G23510","AT5G23510.2"
"AT5G23510","AT5G23510_P1"
"AT5G23550","AT5G23550_c1"
"AT5G23550","AT5G23550_P1"
"AT5G23610","AT5G23610_P1"
"AT5G23610","AT5G23610_P2"
"AT5G23690","AT5G23690_c1"
"AT5G23690","AT5G23690_ID1"
"AT5G23690","AT5G23690_P1"
"AT5G23720","AT5G23720.2"
"AT5G23720","AT5G23720_P1"
"AT5G23800","AT5G23800_ID3"
"AT5G23800","AT5G23800_P2"
"AT5G23810","AT5G23810_P1"
"AT5G23810","AT5G23810_P4"
"AT5G23870","AT5G23870_JC3"
"AT5G23870","AT5G23870_P1"
"AT5G23870","AT5G23870_P2"
"AT5G23870","AT5G23870_P4"
"AT5G23955","AT5G23955.1"
"AT5G23955","AT5G23955_s1"
"AT5G24000","AT5G24000_ID11"
"AT5G24000","AT5G24000_ID2"
"AT5G24000","AT5G24000_P1"
"AT5G24080","AT5G24080_P2"
"AT5G24080","AT5G24080_P3"
"AT5G24120","AT5G24120_P1"
"AT5G24120","AT5G24120_P2"
"AT5G24155","AT5G24155_P2"
"AT5G24155","AT5G24155_P3"
"AT5G24155","AT5G24155_s2"
"AT5G24160","AT5G24160_P1"
"AT5G24160","AT5G24160_P2"
"AT5G24300","AT5G24300.2"
"AT5G24300","AT5G24300_P1"
"AT5G24310","AT5G24310_c3"
"AT5G24310","AT5G24310_P1"
"AT5G24318","AT5G24318_P1"
"AT5G24318","AT5G24318_P4"
"AT5G24320","AT5G24320_P1"
"AT5G24320","AT5G24320_s2"
"AT5G24340","AT5G24340_P1"
"AT5G24340","AT5G24340_s1"
"AT5G24350","AT5G24350.1"
"AT5G24350","AT5G24350_P1"
"AT5G24470","AT5G24470.1"
"AT5G24470","AT5G24470_JC8"
"AT5G24470","AT5G24470_s1"
"AT5G24520","AT5G24520_c1"
"AT5G24520","AT5G24520_P3"
"AT5G24580","AT5G24580_P1"
"AT5G24580","AT5G24580_P4"
"AT5G24620","AT5G24620.2"
"AT5G24620","AT5G24620_P3"
"AT5G24630","AT5G24630.1"
"AT5G24630","AT5G24630.3"
"AT5G24630","AT5G24630.4"
"AT5G24630","AT5G24630_P7"
"AT5G24680","AT5G24680_ID1"
"AT5G24680","AT5G24680_ID2"
"AT5G24680","AT5G24680_P1"
"AT5G24735","AT5G24735.1"
"AT5G24735","AT5G24735_ID3"
"AT5G24735","AT5G24735_s1"
"AT5G24740","AT5G24740_c2"
"AT5G24740","AT5G24740_P2"
"AT5G24740","AT5G24740_P4"
"AT5G24740","AT5G24740_P5"
"AT5G24750","AT5G24750_c1"
"AT5G24750","AT5G24750_c2"
"AT5G24750","AT5G24750_JS1"
"AT5G24750","AT5G24750_P1"
"AT5G24810","AT5G24810_ID11"
"AT5G24810","AT5G24810_ID8"
"AT5G24810","AT5G24810_P1"
"AT5G25050","AT5G25050_ID1"
"AT5G25050","AT5G25050_P1"
"AT5G25270","AT5G25270_ID36"
"AT5G25270","AT5G25270_P1"
"AT5G25280","AT5G25280_P1"
"AT5G25280","AT5G25280_P2"
"AT5G25280","AT5G25280_P3"
"AT5G25360","AT5G25360.2"
"AT5G25360","AT5G25360_s1"
"AT5G25370","AT5G25370_JS3"
"AT5G25370","AT5G25370_P2"
"AT5G25370","AT5G25370_P3"
"AT5G25390","AT5G25390_ID2"
"AT5G25390","AT5G25390_P2"
"AT5G25440","AT5G25440_P1"
"AT5G25440","AT5G25440_s3"
"AT5G25520","AT5G25520.2"
"AT5G25520","AT5G25520_ID1"
"AT5G25540","AT5G25540_P1"
"AT5G25540","AT5G25540_P2"
"AT5G25560","AT5G25560.1"
"AT5G25560","AT5G25560.4"
"AT5G25560","AT5G25560_ID13"
"AT5G25630","AT5G25630_P1"
"AT5G25630","AT5G25630_P3"
"AT5G25770","AT5G25770.1"
"AT5G25770","AT5G25770.2"
"AT5G25770","AT5G25770.3"
"AT5G25770","AT5G25770_ID6"
"AT5G25800","AT5G25800_P1"
"AT5G25800","AT5G25800_s1"
"AT5G25880","AT5G25880_P1"
"AT5G25880","AT5G25880_P2"
"AT5G26110","AT5G26110.2"
"AT5G26110","AT5G26110_P1"
"AT5G26160","AT5G26160.1"
"AT5G26160","AT5G26160_P2"
"AT5G26180","AT5G26180_JC2"
"AT5G26180","AT5G26180_P1"
"AT5G26180","AT5G26180_P2"
"AT5G26180","AT5G26180_P3"
"AT5G26240","AT5G26240_P1"
"AT5G26240","AT5G26240_s1"
"AT5G26600","AT5G26600.2"
"AT5G26600","AT5G26600_ID1"
"AT5G26610","AT5G26610.1"
"AT5G26610","AT5G26610_ID10"
"AT5G26610","AT5G26610_ID9"
"AT5G26680","AT5G26680_c1"
"AT5G26680","AT5G26680_P2"
"AT5G26680","AT5G26680_P4"
"AT5G26740","AT5G26740.2"
"AT5G26740","AT5G26740_ID2"
"AT5G26742","AT5G26742_JC5"
"AT5G26742","AT5G26742_JC6"
"AT5G26760","AT5G26760_JS9"
"AT5G26760","AT5G26760_P1"
"AT5G26760","AT5G26760_P2"
"AT5G26780","AT5G26780_P1"
"AT5G26780","AT5G26780_P4"
"AT5G26800","AT5G26800.1"
"AT5G26800","AT5G26800_s1"
"AT5G26850","AT5G26850.1"
"AT5G26850","AT5G26850_P2"
"AT5G26910","AT5G26910_P1"
"AT5G26910","AT5G26910_P4"
"AT5G26980","AT5G26980.2"
"AT5G26980","AT5G26980_ID10"
"AT5G27270","AT5G27270_P1"
"AT5G27270","AT5G27270_P2"
"AT5G27270","AT5G27270_P3"
"AT5G27300","AT5G27300_c4"
"AT5G27300","AT5G27300_JS14"
"AT5G27300","AT5G27300_JS3"
"AT5G27300","AT5G27300_JS7"
"AT5G27360","AT5G27360_P3"
"AT5G27360","AT5G27360_P5"
"AT5G27400","AT5G27400.1"
"AT5G27400","AT5G27400_ID1"
"AT5G27410","AT5G27410.2"
"AT5G27410","AT5G27410_c1"
"AT5G27450","AT5G27450.3"
"AT5G27450","AT5G27450_P1"
"AT5G27460","AT5G27460.1"
"AT5G27460","AT5G27460_ID3"
"AT5G27540","AT5G27540.1"
"AT5G27540","AT5G27540_ID4"
"AT5G27560","AT5G27560_P2"
"AT5G27560","AT5G27560_P4"
"AT5G27630","AT5G27630_P1"
"AT5G27630","AT5G27630_P2"
"AT5G27630","AT5G27630_P3"
"AT5G27660","AT5G27660_ID4"
"AT5G27660","AT5G27660_P2"
"AT5G27680","AT5G27680_P1"
"AT5G27680","AT5G27680_P2"
"AT5G27680","AT5G27680_P4"
"AT5G27710","AT5G27710_c1"
"AT5G27710","AT5G27710_ID2"
"AT5G27710","AT5G27710_P1"
"AT5G27730","AT5G27730_ID1"
"AT5G27730","AT5G27730_ID9"
"AT5G27730","AT5G27730_P1"
"AT5G27830","AT5G27830.5"
"AT5G27830","AT5G27830_P1"
"AT5G27860","AT5G27860_ID20"
"AT5G27860","AT5G27860_P1"
"AT5G27950","AT5G27950_c1"
"AT5G27950","AT5G27950_P1"
"AT5G27970","AT5G27970_P3"
"AT5G27970","AT5G27970_P4"
"AT5G28020","AT5G28020_ID2"
"AT5G28020","AT5G28020_P1"
"AT5G28020","AT5G28020_P4"
"AT5G28020","AT5G28020_s2"
"AT5G28030","AT5G28030_JS1"
"AT5G28030","AT5G28030_JS4"
"AT5G28030","AT5G28030_P5"
"AT5G28350","AT5G28350_P1"
"AT5G28350","AT5G28350_s1"
"AT5G28530","AT5G28530_ID4"
"AT5G28530","AT5G28530_P2"
"AT5G28640","AT5G28640_JS2"
"AT5G28640","AT5G28640_P1"
"AT5G28770","AT5G28770_P1"
"AT5G28770","AT5G28770_P2"
"AT5G28770","AT5G28770_P3"
"AT5G28830","AT5G28830_JS1"
"AT5G28830","AT5G28830_P1"
"AT5G28910","AT5G28910_JC9"
"AT5G28910","AT5G28910_P2"
"AT5G29000","AT5G29000_JS1"
"AT5G29000","AT5G29000_P1"
"AT5G29000","AT5G29000_P2"
"AT5G34930","AT5G34930.1"
"AT5G34930","AT5G34930_P2"
"AT5G35170","AT5G35170_c3"
"AT5G35170","AT5G35170_P1"
"AT5G35210","AT5G35210_ID13"
"AT5G35210","AT5G35210_ID16"
